ID_Venta,Fecha,ID_Cliente,ID_Producto,Cantidad,Método_Pago,Estado,Nombre_producto,Categoría,Precio_Unitario,Importe_Ventas,Venta_Completa,Clientes,Full_Name,Registro
645,16/10/2024,188,3,1,5,Completa,Queso cremoso,Lácteos,"17,23","17,23","17,23",Cuyo,Libbey Carefull,9/4/2023
912,16/10/2024,306,19,6,2,Completa,Tomates,Frutas y Verduras,"6,54","39,24","39,24",Cuyo,Donna Zamora,11/6/2023
1018,16/10/2024,291,14,3,4,Completa,Facturas,Panadería,"12,36","37,08","37,08",NEA,Kean Devoy,5/11/2023
1020,16/10/2024,61,32,6,5,Completa,Galletitas de chocolate,Galletitas y Snacks,"6,25","37,5","37,5",Buenos Aires,Flore Astlatt,17/11/2023
1222,16/10/2024,82,27,3,4,Pendiente,Agua mineral,Bebidas,"6,21","18,63",0,Buenos Aires,Adham Leebeter,6/11/2023
1277,16/10/2024,163,2,2,4,Completa,Yogur,Lácteos,"5,21","10,42","10,42",Buenos Aires,Bryanty Smurfitt,1/7/2023
1322,16/10/2024,60,21,2,4,Pendiente,Zanahorias,Frutas y Verduras,"3,25","6,5",0,NEA,Lisabeth Murty,17/4/2023
1392,16/10/2024,49,28,4,3,Completa,Jugos de frutas,Bebidas,"9,45","37,8","37,8",Buenos Aires,Sarita Mcasgill,4/12/2023
1446,16/10/2024,9,20,3,4,Pendiente,Lechugas,Frutas y Verduras,"4,25","12,75",0,Centro,Ephraim Blackstone,2/4/2023
2816,16/10/2024,287,34,6,3,Completa,Maníes,Galletitas y Snacks,"5,45","32,7","32,7",NEA,Son Klesse,13/11/2023
38,17/10/2024,271,20,6,3,Completa,Lechugas,Frutas y Verduras,"4,25","25,5","25,5",Patagonia,Lotta Matteacci,17/10/2023
326,17/10/2024,132,32,3,2,Pendiente,Galletitas de chocolate,Galletitas y Snacks,"6,25","18,75",0,Buenos Aires,Cassie Corish,14/12/2023
415,17/10/2024,148,21,1,4,Completa,Zanahorias,Frutas y Verduras,"3,25","3,25","3,25",Centro,Nadeen Du Pre,19/3/2023
435,17/10/2024,70,31,3,5,Completa,Galletitas de agua,Galletitas y Snacks,"5,24","15,72","15,72",Centro,Drugi Hancill,19/7/2023
1209,17/10/2024,19,28,3,4,Completa,Jugos de frutas,Bebidas,"9,45","28,35","28,35",Centro,Victoria Filyukov,13/11/2023
1453,17/10/2024,275,25,4,5,Completa,Pizza congelada,Congelados,"15,45","61,8","61,8",Buenos Aires,Perrine Enstone,14/4/2023
1596,17/10/2024,85,26,2,5,Completa,Hamburgesas congeladas,Congelados,"9,54","19,08","19,08",Cuyo,Curran Macari,2/4/2023
1969,17/10/2024,233,29,1,1,Completa,Cerveza,Bebidas,"11,54","11,54","11,54",Centro,Stefania Jephson,18/11/2023
2120,17/10/2024,316,13,5,3,Completa,Pan integral,Panadería,"12,56","62,8","62,8",Centro,Glyn Hourston,13/10/2023
2171,17/10/2024,106,30,2,3,Completa,Vino tinto,Bebidas,"13,54","27,08","27,08",NEA,Benedikta Condon,23/6/2023
2231,17/10/2024,6,19,3,3,Completa,Tomates,Frutas y Verduras,"6,54","19,62","19,62",Buenos Aires,Saunder Fone,7/6/2023
2679,17/10/2024,63,3,1,1,Completa,Queso cremoso,Lácteos,"17,23","17,23","17,23",Buenos Aires,Yule Bruin,30/11/2023
630,18/10/2024,290,18,5,2,Completa,Bananas,Frutas y Verduras,"7,25","36,25","36,25",Buenos Aires,Melinda Water,20/9/2023
678,18/10/2024,47,27,1,4,Completa,Agua mineral,Bebidas,"6,21","6,21","6,21",Buenos Aires,Betteanne Pratley,28/9/2023
955,18/10/2024,196,6,3,4,Completa,Asado,Carnicería,"28,56","85,68","85,68",Cuyo,Arther Meynell,2/6/2023
966,18/10/2024,120,22,1,4,Pendiente,Cebolla,Frutas y Verduras,"4,21","4,21",0,Buenos Aires,Baxter Ritmeier,15/9/2023
2131,18/10/2024,315,5,5,5,Completa,Manteca,Lácteos,"5,65","28,25","28,25",Buenos Aires,Anastasia Craighill,18/6/2023
2386,18/10/2024,102,15,5,5,Completa,Medialunas,Panadería,"3,51","17,55","17,55",Patagonia,Seana Radbone,14/5/2023
2739,18/10/2024,6,1,4,5,Completa,Leche,Lácteos,"12,24","48,96","48,96",Buenos Aires,Saunder Fone,7/6/2023
439,19/10/2024,207,36,2,2,Completa,Lentejas,Conservas,"3,25","6,5","6,5",Buenos Aires,Gussi Paslow,17/6/2023
530,19/10/2024,31,31,6,3,Completa,Galletitas de agua,Galletitas y Snacks,"5,24","31,44","31,44",Centro,Marni Ruthven,28/3/2023
978,19/10/2024,116,19,3,5,Completa,Tomates,Frutas y Verduras,"6,54","19,62","19,62",Buenos Aires,Hedda Garbott,14/7/2023
1062,19/10/2024,141,34,3,5,Pendiente,Maníes,Galletitas y Snacks,"5,45","16,35",0,NEA,Adena Skirvane,22/3/2023
1579,19/10/2024,20,22,1,3,Completa,Cebolla,Frutas y Verduras,"4,21","4,21","4,21",Cuyo,Benedicto Selbach,22/7/2023
1719,19/10/2024,1,11,3,5,Completa,Salchicha,Carnicería,"11,23","33,69","33,69",Patagonia,Karisa Cromett,19/11/2023
2115,19/10/2024,250,29,4,5,Pendiente,Cerveza,Bebidas,"11,54","46,16",0,Centro,Stacy Scading,22/8/2023
2312,19/10/2024,22,20,5,5,Completa,Lechugas,Frutas y Verduras,"4,25","21,25","21,25",Centro,Laird Grainger,26/9/2023
2371,19/10/2024,264,6,3,3,Completa,Asado,Carnicería,"28,56","85,68","85,68",Buenos Aires,Vivien Demeza,19/4/2023
2422,19/10/2024,219,4,1,1,Completa,Queso rallado,Lácteos,"19,23","19,23","19,23",Patagonia,Obediah Clineck,27/4/2023
2542,19/10/2024,189,25,4,4,Pendiente,Pizza congelada,Congelados,"15,45","61,8",0,Patagonia,Say Stanistreet,18/7/2023
675,20/10/2024,168,26,4,5,Completa,Hamburgesas congeladas,Congelados,"9,54","38,16","38,16",Centro,Josephina Humbee,26/7/2023
752,20/10/2024,48,24,3,4,Completa,Empanadas,Congelados,"13,54","40,62","40,62",Patagonia,Corbie Von Der Empten,18/10/2023
823,20/10/2024,225,14,6,4,Completa,Facturas,Panadería,"12,36","74,16","74,16",Buenos Aires,Charlton Amphlett,13/11/2023
841,20/10/2024,280,11,2,5,Pendiente,Salchicha,Carnicería,"11,23","22,46",0,Centro,Keriann Doore,11/12/2023
910,20/10/2024,208,24,5,5,Completa,Empanadas,Congelados,"13,54","67,7","67,7",Buenos Aires,Frederique Bartholomaus,21/4/2023
1356,20/10/2024,228,4,6,2,Completa,Queso rallado,Lácteos,"19,23","115,38","115,38",Centro,Griff Kearey,28/12/2023
1391,20/10/2024,6,22,2,1,Completa,Cebolla,Frutas y Verduras,"4,21","8,42","8,42",Buenos Aires,Saunder Fone,7/6/2023
1716,20/10/2024,15,34,5,1,Completa,Maníes,Galletitas y Snacks,"5,45","27,25","27,25",Buenos Aires,Locke Getsham,29/12/2023
1718,20/10/2024,224,3,3,1,Completa,Queso cremoso,Lácteos,"17,23","51,69","51,69",Cuyo,Katey Gritland,25/9/2023
1911,20/10/2024,64,10,5,4,Pendiente,Costilla de cerdo,Carnicería,"14,25","71,25",0,NEA,Randolph Collicott,18/10/2023
2337,20/10/2024,242,7,4,3,Pendiente,Chorizo,Carnicería,"11,25",45,0,NEA,Eben Hellens,12/9/2023
2588,20/10/2024,116,27,4,3,Completa,Agua mineral,Bebidas,"6,21","24,84","24,84",Buenos Aires,Hedda Garbott,14/7/2023
2594,20/10/2024,75,3,1,1,Completa,Queso cremoso,Lácteos,"17,23","17,23","17,23",NEA,Roma Battill,26/12/2023
2781,20/10/2024,224,25,5,5,Completa,Pizza congelada,Congelados,"15,45","77,25","77,25",Cuyo,Katey Gritland,25/9/2023
132,21/10/2024,95,27,1,4,Pendiente,Agua mineral,Bebidas,"6,21","6,21",0,Buenos Aires,Anne-Marie Kildahl,26/5/2023
1275,21/10/2024,18,15,5,4,Completa,Medialunas,Panadería,"3,51","17,55","17,55",Centro,Palm True,23/12/2023
1454,21/10/2024,272,10,6,1,Completa,Costilla de cerdo,Carnicería,"14,25","85,5","85,5",Buenos Aires,Nikki Phillipson,10/11/2023
1559,21/10/2024,226,1,1,3,Completa,Leche,Lácteos,"12,24","12,24","12,24",Patagonia,Jerry Beiderbecke,26/11/2023
1683,21/10/2024,181,12,4,3,Completa,Pan francés,Panadería,"8,12","32,48","32,48",Patagonia,Isaak Seyers,16/8/2023
760,22/10/2024,4,28,5,4,Completa,Jugos de frutas,Bebidas,"9,45","47,25","47,25",Buenos Aires,Dan Parkin,26/10/2023
767,22/10/2024,9,32,2,4,Pendiente,Galletitas de chocolate,Galletitas y Snacks,"6,25","12,5",0,Centro,Ephraim Blackstone,2/4/2023
886,22/10/2024,74,2,4,3,Pendiente,Yogur,Lácteos,"5,21","20,84",0,Patagonia,Huey Stead,5/5/2023
1740,22/10/2024,210,7,6,1,Completa,Chorizo,Carnicería,"11,25","67,5","67,5",Centro,Hendrika Smylie,16/12/2023
2279,22/10/2024,219,28,3,3,Completa,Jugos de frutas,Bebidas,"9,45","28,35","28,35",Patagonia,Obediah Clineck,27/4/2023
2317,22/10/2024,174,13,6,1,Completa,Pan integral,Panadería,"12,56","75,36","75,36",Patagonia,Darda Tarr,31/8/2023
2546,22/10/2024,274,23,4,1,Completa,Papas fritas,Congelados,"8,23","32,92","32,92",Buenos Aires,Darby Gerasch,8/7/2023
173,23/10/2024,168,36,1,5,Completa,Lentejas,Conservas,"3,25","3,25","3,25",Centro,Josephina Humbee,26/7/2023
840,23/10/2024,116,27,1,5,Completa,Agua mineral,Bebidas,"6,21","6,21","6,21",Buenos Aires,Hedda Garbott,14/7/2023
1191,23/10/2024,285,10,5,1,Completa,Costilla de cerdo,Carnicería,"14,25","71,25","71,25",Patagonia,Red Cutmare,12/8/2023
1336,23/10/2024,122,34,6,3,Completa,Maníes,Galletitas y Snacks,"5,45","32,7","32,7",Centro,Kerr Whitesel,28/5/2023
1742,23/10/2024,175,7,2,3,Completa,Chorizo,Carnicería,"11,25","22,5","22,5",Buenos Aires,Caron Raddon,14/9/2023
1936,23/10/2024,89,29,5,1,Pendiente,Cerveza,Bebidas,"11,54","57,7",0,Patagonia,Tawsha Olle,3/4/2023
2589,23/10/2024,274,22,5,4,Completa,Cebolla,Frutas y Verduras,"4,21","21,05","21,05",Buenos Aires,Darby Gerasch,8/7/2023
2670,23/10/2024,311,24,6,3,Completa,Empanadas,Congelados,"13,54","81,24","81,24",Buenos Aires,Sebastien Tunesi,26/12/2023
629,24/10/2024,157,14,1,1,Pendiente,Facturas,Panadería,"12,36","12,36",0,Patagonia,Lammond Mccaskill,22/5/2023
1491,24/10/2024,132,35,2,2,Completa,Arroz,Conservas,"4,25","8,5","8,5",Buenos Aires,Cassie Corish,14/12/2023
2072,24/10/2024,11,29,4,4,Completa,Cerveza,Bebidas,"11,54","46,16","46,16",Buenos Aires,Hilario Hubble,12/10/2023
2177,24/10/2024,37,18,6,4,Completa,Bananas,Frutas y Verduras,"7,25","43,5","43,5",Cuyo,Frederik Gook,4/11/2023
2504,24/10/2024,161,22,3,1,Completa,Cebolla,Frutas y Verduras,"4,21","12,63","12,63",Patagonia,Effie Schrinel,10/11/2023
235,25/10/2024,177,3,2,4,Pendiente,Queso cremoso,Lácteos,"17,23","34,46",0,NEA,Irvin Normanville,25/8/2023
242,25/10/2024,152,1,3,1,Completa,Leche,Lácteos,"12,24","36,72","36,72",NOA,Lora Mantione,27/8/2023
613,25/10/2024,325,27,3,4,Completa,Agua mineral,Bebidas,"6,21","18,63","18,63",NEA,Rowland Riddington,16/6/2023
1087,25/10/2024,170,25,2,2,Completa,Pizza congelada,Congelados,"15,45","30,9","30,9",Centro,Cchaddie Dametti,24/9/2023
1485,25/10/2024,162,38,1,5,Completa,Atún enlatado,Conservas,"6,21","6,21","6,21",Patagonia,Libbie Faircliffe,23/10/2023
2587,25/10/2024,221,37,1,5,Completa,Garbanzos,Conservas,"3,65","3,65","3,65",Buenos Aires,Hildagarde Mouton,9/6/2023
228,26/10/2024,209,11,4,5,Completa,Salchicha,Carnicería,"11,23","44,92","44,92",Buenos Aires,Burr Jiricka,25/10/2023
423,26/10/2024,34,27,6,5,Completa,Agua mineral,Bebidas,"6,21","37,26","37,26",Cuyo,Karolina Husselbee,5/12/2023
1303,26/10/2024,203,33,1,5,Completa,Papas chips,Galletitas y Snacks,"8,54","8,54","8,54",Buenos Aires,Rafaellle Jayes,2/10/2023
1327,26/10/2024,205,23,3,2,Pendiente,Papas fritas,Congelados,"8,23","24,69",0,Patagonia,Brenda Utterson,29/4/2023
1728,26/10/2024,46,19,5,4,Completa,Tomates,Frutas y Verduras,"6,54","32,7","32,7",Centro,Slade Stockle,10/8/2023
2514,26/10/2024,255,21,5,1,Completa,Zanahorias,Frutas y Verduras,"3,25","16,25","16,25",Buenos Aires,Merry Zoren,12/12/2023
2723,26/10/2024,321,1,2,5,Completa,Leche,Lácteos,"12,24","24,48","24,48",Cuyo,Bent Auld,27/10/2023
33,27/10/2024,65,23,2,5,Completa,Papas fritas,Congelados,"8,23","16,46","16,46",Buenos Aires,Lillian Jizhaki,29/6/2023
314,27/10/2024,122,8,3,4,Completa,Milanesa,Carnicería,"16,21","48,63","48,63",Centro,Kerr Whitesel,28/5/2023
458,27/10/2024,102,10,4,5,Completa,Costilla de cerdo,Carnicería,"14,25",57,57,Patagonia,Seana Radbone,14/5/2023
1283,27/10/2024,318,32,1,4,Completa,Galletitas de chocolate,Galletitas y Snacks,"6,25","6,25","6,25",Buenos Aires,Gustave Chatainier,31/3/2023
1293,27/10/2024,247,4,2,4,Completa,Queso rallado,Lácteos,"19,23","38,46","38,46",Buenos Aires,Silvio Butterfield,19/7/2023
1308,27/10/2024,185,22,4,1,Completa,Cebolla,Frutas y Verduras,"4,21","16,84","16,84",Centro,Jody Ianelli,1/8/2023
1315,27/10/2024,222,3,1,1,Completa,Queso cremoso,Lácteos,"17,23","17,23","17,23",Centro,Connor Simoneton,9/9/2023
1405,27/10/2024,187,29,2,2,Completa,Cerveza,Bebidas,"11,54","23,08","23,08",Buenos Aires,Gay Elvin,27/11/2023
1536,27/10/2024,203,35,6,1,Completa,Arroz,Conservas,"4,25","25,5","25,5",Buenos Aires,Rafaellle Jayes,2/10/2023
2273,27/10/2024,304,10,4,4,Completa,Costilla de cerdo,Carnicería,"14,25",57,57,Cuyo,Arch Jurasz,30/4/2023
2733,27/10/2024,27,30,6,1,Completa,Vino tinto,Bebidas,"13,54","81,24","81,24",Buenos Aires,Bealle Andreuzzi,29/11/2023
1119,28/10/2024,142,15,6,2,Completa,Medialunas,Panadería,"3,51","21,06","21,06",Cuyo,Lisette Salle,8/5/2023
1533,28/10/2024,118,15,4,4,Completa,Medialunas,Panadería,"3,51","14,04","14,04",Centro,Dallon Hedworth,30/7/2023
1696,28/10/2024,316,31,6,5,Pendiente,Galletitas de agua,Galletitas y Snacks,"5,24","31,44",0,Centro,Glyn Hourston,13/10/2023
1750,28/10/2024,310,16,1,5,Completa,Tortas,Panadería,"15,23","15,23","15,23",Patagonia,Kenyon Grain,9/11/2023
1833,28/10/2024,14,18,6,5,Completa,Bananas,Frutas y Verduras,"7,25","43,5","43,5",Buenos Aires,Fedora Brackenbury,1/5/2023
2488,28/10/2024,55,10,5,5,Completa,Costilla de cerdo,Carnicería,"14,25","71,25","71,25",Patagonia,Amory Highnam,6/5/2023
2494,28/10/2024,211,33,5,1,Completa,Papas chips,Galletitas y Snacks,"8,54","42,7","42,7",Centro,Lilli Hayers,8/9/2023
2501,28/10/2024,272,17,4,4,Completa,Manzanas,Frutas y Verduras,"6,54","26,16","26,16",Buenos Aires,Nikki Phillipson,10/11/2023
2549,28/10/2024,239,8,1,4,Completa,Milanesa,Carnicería,"16,21","16,21","16,21",Buenos Aires,Herbie Puttick,1/4/2023
2575,28/10/2024,13,23,4,4,Pendiente,Papas fritas,Congelados,"8,23","32,92",0,Centro,Kameko Moland,23/10/2023
2598,28/10/2024,155,18,6,5,Pendiente,Bananas,Frutas y Verduras,"7,25","43,5",0,Cuyo,Sadie Linwood,18/12/2023
2866,28/10/2024,6,2,3,5,Completa,Yogur,Lácteos,"5,21","15,63","15,63",Buenos Aires,Saunder Fone,7/6/2023
2897,28/10/2024,36,3,3,4,Completa,Queso cremoso,Lácteos,"17,23","51,69","51,69",Buenos Aires,Lothaire Bolderson,31/10/2023
32,29/10/2024,155,37,6,4,Completa,Garbanzos,Conservas,"3,65","21,9","21,9",Cuyo,Sadie Linwood,18/12/2023
331,29/10/2024,157,35,2,3,Completa,Arroz,Conservas,"4,25","8,5","8,5",Patagonia,Lammond Mccaskill,22/5/2023
668,29/10/2024,160,9,3,5,Completa,Pollo,Carnicería,"18,56","55,68","55,68",Centro,Tedmund Etheridge,6/12/2023
758,29/10/2024,168,11,2,1,Completa,Salchicha,Carnicería,"11,23","22,46","22,46",Centro,Josephina Humbee,26/7/2023
759,29/10/2024,4,7,6,4,Completa,Chorizo,Carnicería,"11,25","67,5","67,5",Buenos Aires,Dan Parkin,26/10/2023
1367,29/10/2024,248,9,5,5,Completa,Pollo,Carnicería,"18,56","92,8","92,8",Centro,Benito Craythorne,3/7/2023
1668,29/10/2024,55,26,6,4,Completa,Hamburgesas congeladas,Congelados,"9,54","57,24","57,24",Patagonia,Amory Highnam,6/5/2023
1882,29/10/2024,7,32,3,4,Completa,Galletitas de chocolate,Galletitas y Snacks,"6,25","18,75","18,75",Cuyo,Sophia Landon,19/3/2023
2078,29/10/2024,60,23,5,5,Completa,Papas fritas,Congelados,"8,23","41,15","41,15",NEA,Lisabeth Murty,17/4/2023
2080,29/10/2024,62,18,4,5,Pendiente,Bananas,Frutas y Verduras,"7,25",29,0,NEA,Paula Gittins,14/9/2023
2242,29/10/2024,134,12,3,4,Pendiente,Pan francés,Panadería,"8,12","24,36",0,Cuyo,Zora Halvosen,3/8/2023
2812,29/10/2024,89,38,4,5,Completa,Atún enlatado,Conservas,"6,21","24,84","24,84",Patagonia,Tawsha Olle,3/4/2023
125,30/10/2024,190,3,6,5,Pendiente,Queso cremoso,Lácteos,"17,23","103,38",0,NEA,Derwin Fuzzard,21/3/2023
1027,30/10/2024,140,18,4,1,Completa,Bananas,Frutas y Verduras,"7,25",29,29,NEA,Estrella Hoggins,10/10/2023
1193,30/10/2024,217,5,6,4,Completa,Manteca,Lácteos,"5,65","33,9","33,9",Centro,Derrick Giraldo,8/9/2023
1483,30/10/2024,303,23,5,1,Completa,Papas fritas,Congelados,"8,23","41,15","41,15",Centro,Sorcha Leaver,8/5/2023
1785,30/10/2024,207,1,1,4,Completa,Leche,Lácteos,"12,24","12,24","12,24",Buenos Aires,Gussi Paslow,17/6/2023
1930,30/10/2024,302,1,1,1,Completa,Leche,Lácteos,"12,24","12,24","12,24",Patagonia,Ferris Duggan,24/7/2023
2383,30/10/2024,237,14,3,4,Completa,Facturas,Panadería,"12,36","37,08","37,08",Buenos Aires,Nikki Dalgetty,10/5/2023
2858,30/10/2024,154,15,1,5,Completa,Medialunas,Panadería,"3,51","3,51","3,51",Patagonia,Abagail Wetherby,4/10/2023
109,31/10/2024,285,34,6,2,Completa,Maníes,Galletitas y Snacks,"5,45","32,7","32,7",Patagonia,Red Cutmare,12/8/2023
234,31/10/2024,255,37,5,5,Completa,Garbanzos,Conservas,"3,65","18,25","18,25",Buenos Aires,Merry Zoren,12/12/2023
965,31/10/2024,177,19,4,3,Completa,Tomates,Frutas y Verduras,"6,54","26,16","26,16",NEA,Irvin Normanville,25/8/2023
1192,31/10/2024,277,8,4,5,Pendiente,Milanesa,Carnicería,"16,21","64,84",0,Patagonia,Pippy Hearne,18/7/2023
1361,31/10/2024,192,28,1,3,Completa,Jugos de frutas,Bebidas,"9,45","9,45","9,45",Cuyo,Dyan Marquis,21/3/2023
1436,31/10/2024,165,14,2,4,Completa,Facturas,Panadería,"12,36","24,72","24,72",Buenos Aires,Tricia Gimert,21/5/2023
1610,31/10/2024,198,31,1,1,Completa,Galletitas de agua,Galletitas y Snacks,"5,24","5,24","5,24",NOA,Raviv Winson,7/9/2023
1644,31/10/2024,111,32,6,5,Completa,Galletitas de chocolate,Galletitas y Snacks,"6,25","37,5","37,5",Cuyo,Ave Purchon,21/3/2023
1972,31/10/2024,305,22,5,2,Completa,Cebolla,Frutas y Verduras,"4,21","21,05","21,05",Patagonia,Karyn Foucard,4/5/2023
2843,31/10/2024,3,32,6,5,Completa,Galletitas de chocolate,Galletitas y Snacks,"6,25","37,5","37,5",Patagonia,Buddy Silverson,27/3/2023
99,1/11/2024,11,17,1,2,Completa,Manzanas,Frutas y Verduras,"6,54","6,54","6,54",Buenos Aires,Hilario Hubble,12/10/2023
674,1/11/2024,157,31,2,3,Completa,Galletitas de agua,Galletitas y Snacks,"5,24","10,48","10,48",Patagonia,Lammond Mccaskill,22/5/2023
963,1/11/2024,107,17,4,4,Completa,Manzanas,Frutas y Verduras,"6,54","26,16","26,16",Patagonia,Gretna Kirwin,11/7/2023
1048,1/11/2024,185,5,1,2,Completa,Manteca,Lácteos,"5,65","5,65","5,65",Centro,Jody Ianelli,1/8/2023
1510,1/11/2024,34,1,3,2,Completa,Leche,Lácteos,"12,24","36,72","36,72",Cuyo,Karolina Husselbee,5/12/2023
1978,1/11/2024,210,21,3,4,Completa,Zanahorias,Frutas y Verduras,"3,25","9,75","9,75",Centro,Hendrika Smylie,16/12/2023
2143,1/11/2024,54,38,6,4,Completa,Atún enlatado,Conservas,"6,21","37,26","37,26",Buenos Aires,Byram Ferenczi,18/8/2023
2247,1/11/2024,15,12,5,4,Completa,Pan francés,Panadería,"8,12","40,6","40,6",Buenos Aires,Locke Getsham,29/12/2023
2877,1/11/2024,152,23,4,5,Pendiente,Papas fritas,Congelados,"8,23","32,92",0,NOA,Lora Mantione,27/8/2023
93,2/11/2024,101,26,4,2,Pendiente,Hamburgesas congeladas,Congelados,"9,54","38,16",0,Buenos Aires,Vannie Kennermann,22/10/2023
283,2/11/2024,292,21,5,1,Pendiente,Zanahorias,Frutas y Verduras,"3,25","16,25",0,Patagonia,Larisa Eustace,26/5/2023
830,2/11/2024,55,20,1,5,Completa,Lechugas,Frutas y Verduras,"4,25","4,25","4,25",Patagonia,Amory Highnam,6/5/2023
1304,2/11/2024,19,21,6,5,Completa,Zanahorias,Frutas y Verduras,"3,25","19,5","19,5",Centro,Victoria Filyukov,13/11/2023
1445,2/11/2024,104,12,2,5,Pendiente,Pan francés,Panadería,"8,12","16,24",0,Buenos Aires,Serena Wison,10/5/2023
1869,2/11/2024,205,16,4,5,Completa,Tortas,Panadería,"15,23","60,92","60,92",Patagonia,Brenda Utterson,29/4/2023
2987,2/11/2024,2,12,3,5,Completa,Pan francés,Panadería,"8,12","24,36","24,36",Patagonia,Lenette Seabert,7/5/2023
775,3/11/2024,71,17,6,2,Completa,Manzanas,Frutas y Verduras,"6,54","39,24","39,24",Buenos Aires,Colly Blucher,2/5/2023
834,3/11/2024,111,25,4,1,Completa,Pizza congelada,Congelados,"15,45","61,8","61,8",Cuyo,Ave Purchon,21/3/2023
890,3/11/2024,296,7,5,4,Completa,Chorizo,Carnicería,"11,25","56,25","56,25",Buenos Aires,Christean Branigan,28/7/2023
1029,3/11/2024,9,29,1,5,Pendiente,Cerveza,Bebidas,"11,54","11,54",0,Centro,Ephraim Blackstone,2/4/2023
1161,3/11/2024,277,26,6,4,Completa,Hamburgesas congeladas,Congelados,"9,54","57,24","57,24",Patagonia,Pippy Hearne,18/7/2023
1396,3/11/2024,209,9,1,5,Completa,Pollo,Carnicería,"18,56","18,56","18,56",Buenos Aires,Burr Jiricka,25/10/2023
1489,3/11/2024,22,8,4,5,Completa,Milanesa,Carnicería,"16,21","64,84","64,84",Centro,Laird Grainger,26/9/2023
1711,3/11/2024,183,19,4,4,Completa,Tomates,Frutas y Verduras,"6,54","26,16","26,16",Patagonia,Bren Szreter,25/5/2023
2011,3/11/2024,322,8,6,3,Pendiente,Milanesa,Carnicería,"16,21","97,26",0,NEA,Hugh Ortelt,19/11/2023
2063,3/11/2024,8,32,1,1,Completa,Galletitas de chocolate,Galletitas y Snacks,"6,25","6,25","6,25",Buenos Aires,Joellen Grey,13/5/2023
2753,3/11/2024,319,5,3,4,Completa,Manteca,Lácteos,"5,65","16,95","16,95",Patagonia,Byrle Crinidge,10/5/2023
20,4/11/2024,122,7,6,2,Completa,Chorizo,Carnicería,"11,25","67,5","67,5",Centro,Kerr Whitesel,28/5/2023
76,4/11/2024,147,36,5,3,Completa,Lentejas,Conservas,"3,25","16,25","16,25",Cuyo,Temp Gerlts,14/11/2023
158,4/11/2024,319,26,2,5,Pendiente,Hamburgesas congeladas,Congelados,"9,54","19,08",0,Patagonia,Byrle Crinidge,10/5/2023
544,4/11/2024,252,26,3,4,Completa,Hamburgesas congeladas,Congelados,"9,54","28,62","28,62",Patagonia,Emmalynne Chew,1/11/2023
982,4/11/2024,245,19,3,4,Completa,Tomates,Frutas y Verduras,"6,54","19,62","19,62",NEA,Ortensia Ruppeli,4/7/2023
1490,4/11/2024,255,7,3,3,Completa,Chorizo,Carnicería,"11,25","33,75","33,75",Buenos Aires,Merry Zoren,12/12/2023
1573,4/11/2024,298,24,4,4,Completa,Empanadas,Congelados,"13,54","54,16","54,16",Buenos Aires,Osborne Bruton,24/7/2023
1832,4/11/2024,173,22,1,3,Completa,Cebolla,Frutas y Verduras,"4,21","4,21","4,21",Patagonia,Alisander Raecroft,7/5/2023
2121,4/11/2024,261,30,5,4,Completa,Vino tinto,Bebidas,"13,54","67,7","67,7",NOA,Carlita Mcardell,24/12/2023
791,5/11/2024,210,32,2,4,Completa,Galletitas de chocolate,Galletitas y Snacks,"6,25","12,5","12,5",Centro,Hendrika Smylie,16/12/2023
1073,5/11/2024,173,35,5,5,Pendiente,Arroz,Conservas,"4,25","21,25",0,Patagonia,Alisander Raecroft,7/5/2023
1364,5/11/2024,65,33,3,1,Completa,Papas chips,Galletitas y Snacks,"8,54","25,62","25,62",Buenos Aires,Lillian Jizhaki,29/6/2023
1939,5/11/2024,141,27,5,5,Completa,Agua mineral,Bebidas,"6,21","31,05","31,05",NEA,Adena Skirvane,22/3/2023
2030,5/11/2024,70,1,6,5,Pendiente,Leche,Lácteos,"12,24","73,44",0,Centro,Drugi Hancill,19/7/2023
2445,5/11/2024,56,14,3,4,Completa,Facturas,Panadería,"12,36","37,08","37,08",Centro,Vevay Wellum,27/6/2023
2603,5/11/2024,156,37,1,1,Pendiente,Garbanzos,Conservas,"3,65","3,65",0,Patagonia,Giulia Rudinger,26/10/2023
2644,5/11/2024,69,21,2,4,Completa,Zanahorias,Frutas y Verduras,"3,25","6,5","6,5",Cuyo,Ham Rapley,19/5/2023
2646,5/11/2024,228,10,4,5,Completa,Costilla de cerdo,Carnicería,"14,25",57,57,Centro,Griff Kearey,28/12/2023
2859,5/11/2024,280,16,3,5,Completa,Tortas,Panadería,"15,23","45,69","45,69",Centro,Keriann Doore,11/12/2023
2904,5/11/2024,165,34,6,4,Completa,Maníes,Galletitas y Snacks,"5,45","32,7","32,7",Buenos Aires,Tricia Gimert,21/5/2023
155,6/11/2024,125,2,5,3,Pendiente,Yogur,Lácteos,"5,21","26,05",0,Patagonia,Minette Alchin,19/11/2023
480,6/11/2024,161,12,2,2,Completa,Pan francés,Panadería,"8,12","16,24","16,24",Patagonia,Effie Schrinel,10/11/2023
980,6/11/2024,119,6,4,4,Completa,Asado,Carnicería,"28,56","114,24","114,24",Patagonia,Chase Rayner,24/11/2023
1298,6/11/2024,216,18,1,5,Completa,Bananas,Frutas y Verduras,"7,25","7,25","7,25",Centro,Tandie Arrowsmith,11/11/2023
